"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
241582,"2017-10-01 00:19:26","2017-10-01 00:23:28",31021,"Clarendon Blvd & N Fillmore St",31089,"Court House Metro / 15th & N Uhle St ",W01486,Casual
126324,"2017-10-01 00:20:06","2017-10-01 00:22:13",31644,"12th St & Pennsylvania Ave SE",31606,"Potomac & Pennsylvania Ave SE",W23076,Member
1196280,"2017-10-01 00:20:35","2017-10-01 00:40:31",31127,"22nd & H St NW",31627,"3rd & M St NE",W21594,Member
3677097,"2017-10-01 00:21:32","2017-10-01 01:22:50",31290,"17th St & Independence Ave SW",31290,"17th St & Independence Ave SW",W21982,Casual
735211,"2017-10-01 00:22:11","2017-10-01 00:34:26",31274,"10th & G St NW",31259,"20th St & Virginia Ave NW",W23169,Casual
1068349,"2017-10-01 00:22:13","2017-10-01 00:40:02",31290,"17th St & Independence Ave SW",31290,"17th St & Independence Ave SW",W22491,Casual
260184,"2017-10-01 00:22:33","2017-10-01 00:26:53",31121,"Calvert St & Woodley Pl NW",31296,"Columbia & Ontario Rd NW",W20553,Member
562660,"2017-10-01 00:23:00","2017-10-01 00:32:23",31227,"13th St & New York Ave NW",31252,"21st St & Pennsylvania Ave NW",W21398,Member
121487,"2017-10-01 00:23:39","2017-10-01 00:25:41",31256,"10th & E St NW",31270,"8th & D St NW",W20592,Member
474334,"2017-10-01 00:24:02","2017-10-01 00:31:57",31126,"11th & Girard St NW",31203,"14th & Rhode Island Ave NW",W20922,Member
1016836,"2017-10-01 00:24:04","2017-10-01 00:41:01",31629,"8th & East Capitol St NE",31623,"Columbus Circle / Union Station",W22469,Member
1097417,"2017-10-01 00:24:22","2017-10-01 00:42:39",31629,"8th & East Capitol St NE",31623,"Columbus Circle / Union Station",W22333,Member
952462,"2017-10-01 00:24:39","2017-10-01 00:40:32",31290,"17th St & Independence Ave SW",31290,"17th St & Independence Ave SW",W20410,Casual
726616,"2017-10-01 00:24:42","2017-10-01 00:36:48",31235,"19th St & Constitution Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W00317,Casual
1083818,"2017-10-01 00:24:44","2017-10-01 00:42:48",31603,"1st & M St NE",31278,"18th & R St NW",W01003,Member
231929,"2017-10-01 00:24:51","2017-10-01 00:28:43",31506,"1st & Rhode Island Ave NW",31109,"7th & T St NW",W23375,Casual
676344,"2017-10-01 00:25:25","2017-10-01 00:36:41",31235,"19th St & Constitution Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W20288,Member
689549,"2017-10-01 00:25:38","2017-10-01 00:37:07",31235,"19th St & Constitution Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W22547,Casual
175310,"2017-10-01 00:25:50","2017-10-01 00:28:45",31280,"11th & S St NW",31286,"11th & O St NW",W22775,Member
1314147,"2017-10-01 00:25:59","2017-10-01 00:47:53",31228,"8th & H St NW",31601,"19th & East Capitol St SE",W01116,Member
241993,"2017-10-01 00:26:20","2017-10-01 00:30:22",31614,"11th & H St NE",31645,"6th & K St NE",W23321,Member
364586,"2017-10-01 00:26:34","2017-10-01 00:32:39",31203,"14th & Rhode Island Ave NW",31111,"10th & U St NW",W01420,Member
865266,"2017-10-01 00:26:40","2017-10-01 00:41:05",31318,"Connecticut Ave & Yuma St NW",32014,"Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir",W01005,Member
2050885,"2017-10-01 00:26:52","2017-10-01 01:01:03",31232,"7th & F St NW / National Portrait Gallery",31257,"22nd & I St NW / Foggy Bottom",W00777,Casual
2078134,"2017-10-01 00:26:54","2017-10-01 01:01:33",31232,"7th & F St NW / National Portrait Gallery",31257,"22nd & I St NW / Foggy Bottom",W00719,Casual
458836,"2017-10-01 00:27:02","2017-10-01 00:34:41",31111,"10th & U St NW",31102,"11th & Kenyon St NW",W21452,Member
613646,"2017-10-01 00:27:03","2017-10-01 00:37:16",31128,"23rd & M St NW",31236,"37th & O St NW / Georgetown University",W21683,Member
1103159,"2017-10-01 00:27:29","2017-10-01 00:45:52",31258,"Lincoln Memorial",31286,"11th & O St NW",W22410,Casual
1086091,"2017-10-01 00:27:31","2017-10-01 00:45:37",31258,"Lincoln Memorial",31286,"11th & O St NW",W01406,Member
1384684,"2017-10-01 00:27:46","2017-10-01 00:50:51",31406,"14th & Upshur St NW",31615,"6th & H St NE",W01075,Casual
251634,"2017-10-01 00:27:49","2017-10-01 00:32:00",31239,"Rhode Island & Connecticut Ave NW",31203,"14th & Rhode Island Ave NW",W20948,Member
291821,"2017-10-01 00:28:39","2017-10-01 00:33:30",31109,"7th & T St NW",31223,"Convention Center / 7th & M St NW",W00520,Member
371706,"2017-10-01 00:28:56","2017-10-01 00:35:07",31270,"8th & D St NW",31244,"4th & E St SW",W20592,Member
280062,"2017-10-01 00:29:03","2017-10-01 00:33:43",31281,"8th & O St NW",31203,"14th & Rhode Island Ave NW",W21911,Member
1381440,"2017-10-01 00:29:36","2017-10-01 00:52:37",31258,"Lincoln Memorial",31258,"Lincoln Memorial",W21731,Casual
364321,"2017-10-01 00:29:55","2017-10-01 00:35:59",31109,"7th & T St NW",31203,"14th & Rhode Island Ave NW",W21187,Member
1340568,"2017-10-01 00:30:07","2017-10-01 00:52:28",31258,"Lincoln Memorial",31258,"Lincoln Memorial",W21442,Casual
1332733,"2017-10-01 00:30:22","2017-10-01 00:52:35",31258,"Lincoln Memorial",31258,"Lincoln Memorial",W01106,Casual
666252,"2017-10-01 00:30:28","2017-10-01 00:41:34",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31038,"Glebe Rd & 11th St N",W22647,Casual
634808,"2017-10-01 00:30:47","2017-10-01 00:41:22",31104,"Adams Mill & Columbia Rd NW",31401,"14th St & Spring Rd NW",W22243,Member
1251662,"2017-10-01 00:30:48","2017-10-01 00:51:40",31295,"Potomac & M St NW",31251,"12th & L St NW",W00547,Member
557889,"2017-10-01 00:31:44","2017-10-01 00:41:02",31229,"New Hampshire Ave & T St NW",31203,"14th & Rhode Island Ave NW",W23084,Member
455271,"2017-10-01 00:31:44","2017-10-01 00:39:20",31241,"Thomas Circle",31200,"Massachusetts Ave & Dupont Circle NW",W23085,Member
1641266,"2017-10-01 00:32:21","2017-10-01 00:59:42",31232,"7th & F St NW / National Portrait Gallery",31212,"21st & M St NW",W22881,Casual
889317,"2017-10-01 00:33:23","2017-10-01 00:48:13",31115,"Columbia Rd & Georgia Ave NW",31631,"8th & F St NE",W01483,Member
507467,"2017-10-01 00:34:06","2017-10-01 00:42:33",31221,"18th & M St NW",31251,"12th & L St NW",W21227,Member
1456627,"2017-10-01 00:34:19","2017-10-01 00:58:36",31216,"14th St & New York Ave NW",31603,"1st & M St NE",W00656,Casual
931867,"2017-10-01 00:34:21","2017-10-01 00:49:53",31009,"27th & Crystal Dr",31059,"S Four Mile Run & Walter Reed Dr",W22938,Member
626183,"2017-10-01 00:34:45","2017-10-01 00:45:11",31109,"7th & T St NW",31604,"3rd & H St NW",W00728,Member
151021,"2017-10-01 00:35:14","2017-10-01 00:37:45",31124,"14th & Irving St NW",31123,"14th & Girard St NW",W23255,Member
1836177,"2017-10-01 00:36:22","2017-10-01 01:06:59",31116,"California St & Florida Ave NW",31108,"4th & M St SW",W20052,Member
409718,"2017-10-01 00:36:31","2017-10-01 00:43:21",31919,"Carlin Springs Rd & N Thomas St",31038,"Glebe Rd & 11th St N",W20900,Casual
1254357,"2017-10-01 00:37:06","2017-10-01 00:58:00",31236,"37th & O St NW / Georgetown University",31236,"37th & O St NW / Georgetown University",W22303,Casual
249965,"2017-10-01 00:38:16","2017-10-01 00:42:26",31627,"3rd & M St NE",31505,"Eckington Pl & Q St NE",W21885,Member
239603,"2017-10-01 00:38:17","2017-10-01 00:42:17",31627,"3rd & M St NE",31505,"Eckington Pl & Q St NE",W22924,Member
1121983,"2017-10-01 00:38:48","2017-10-01 00:57:30",31909,"Mount Vernon Ave & Four Mile Run Park",31044,"King St & Patrick St",W22580,Casual
1101069,"2017-10-01 00:38:59","2017-10-01 00:57:20",31909,"Mount Vernon Ave & Four Mile Run Park",31044,"King St & Patrick St",W23143,Casual
188611,"2017-10-01 00:39:03","2017-10-01 00:42:12",31268,"12th & U St NW",31245,"7th & R St NW / Shaw Library",W23374,Member
1470541,"2017-10-01 00:39:10","2017-10-01 01:03:40",31290,"17th St & Independence Ave SW",31258,"Lincoln Memorial",W00035,Casual
503518,"2017-10-01 00:39:29","2017-10-01 00:47:53",31513,"Rhode Island Ave & V St NE",31636,"New Jersey Ave & N St NW/Dunbar HS",W20753,Member
479615,"2017-10-01 00:39:35","2017-10-01 00:47:34",31225,"C & O Canal & Wisconsin Ave NW",31285,"22nd & P ST NW",W22395,Member
282360,"2017-10-01 00:39:48","2017-10-01 00:44:30",31111,"10th & U St NW",31125,"15th & W St NW",W20398,Member
2535057,"2017-10-01 00:39:59","2017-10-01 01:22:14",31602,"Park Rd & Holmead Pl NW",31200,"Massachusetts Ave & Dupont Circle NW",W00472,Casual
238142,"2017-10-01 00:41:13","2017-10-01 00:45:11",31203,"14th & Rhode Island Ave NW",31251,"12th & L St NW",W21911,Member
1073652,"2017-10-01 00:41:18","2017-10-01 00:59:11",31216,"14th St & New York Ave NW",31615,"6th & H St NE",W23237,Member
601485,"2017-10-01 00:41:19","2017-10-01 00:51:20",32014,"Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir",32003,"Montgomery Ave & Waverly St ",W01005,Member
377745,"2017-10-01 00:41:20","2017-10-01 00:47:38",31600,"5th & K St NW",31627,"3rd & M St NE",W21816,Member
1382133,"2017-10-01 00:41:26","2017-10-01 01:04:28",31290,"17th St & Independence Ave SW",31258,"Lincoln Memorial",W21250,Casual
403818,"2017-10-01 00:41:28","2017-10-01 00:48:12",31229,"New Hampshire Ave & T St NW",31229,"New Hampshire Ave & T St NW",W01013,Member
6553047,"2017-10-01 00:42:28","2017-10-01 02:31:41",31600,"5th & K St NW",31600,"5th & K St NW",W00064,Casual
203780,"2017-10-01 00:42:29","2017-10-01 00:45:52",31019,"Wilson Blvd & N Edgewood St",31079,"Lee Hwy & N Cleveland St",W01423,Member
218848,"2017-10-01 00:42:30","2017-10-01 00:46:09",31019,"Wilson Blvd & N Edgewood St",31079,"Lee Hwy & N Cleveland St",W22883,Member
668353,"2017-10-01 00:42:33","2017-10-01 00:53:41",31620,"5th & F St NW",31628,"1st & K St SE",W23224,Member
1290233,"2017-10-01 00:43:00","2017-10-01 01:04:30",31290,"17th St & Independence Ave SW",31258,"Lincoln Memorial",W00347,Casual
2847558,"2017-10-01 00:43:02","2017-10-01 01:30:30",31204,"20th & E St NW",31204,"20th & E St NW",W22610,Member
231248,"2017-10-01 00:43:03","2017-10-01 00:46:54",31039,"Wilson Blvd & N Quincy St",31069,"Pershing & N George Mason Dr",W22637,Member
317886,"2017-10-01 00:43:12","2017-10-01 00:48:30",31102,"11th & Kenyon St NW",31107,"Lamont & Mt Pleasant NW",W00119,Member
1270300,"2017-10-01 00:43:14","2017-10-01 01:04:25",31290,"17th St & Independence Ave SW",31258,"Lincoln Memorial",W21182,Casual
890798,"2017-10-01 00:43:16","2017-10-01 00:58:07",31201,"15th & P St NW",31244,"4th & E St SW",W01417,Member
322731,"2017-10-01 00:43:16","2017-10-01 00:48:39",31102,"11th & Kenyon St NW",31107,"Lamont & Mt Pleasant NW",W20954,Member
1286362,"2017-10-01 00:44:02","2017-10-01 01:05:28",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",31104,"Adams Mill & Columbia Rd NW",W00480,Member
1014171,"2017-10-01 00:45:04","2017-10-01 01:01:58",31611,"13th & H St NE",31111,"10th & U St NW",W22340,Member
548561,"2017-10-01 00:46:10","2017-10-01 00:55:19",31622,"13th & D St NE",31625,"3rd & G St SE",W23071,Member
481358,"2017-10-01 00:46:20","2017-10-01 00:54:21",32053,"Medical Center Metro ",32057,"Pooks Hill Rd & Linden Ave",W00081,Member
668231,"2017-10-01 00:46:24","2017-10-01 00:57:33",31618,"4th & East Capitol St NE",31505,"Eckington Pl & Q St NE",W20842,Member
1770914,"2017-10-01 00:46:56","2017-10-01 01:16:27",31505,"Eckington Pl & Q St NE",31107,"Lamont & Mt Pleasant NW",W20374,Member
743301,"2017-10-01 00:47:20","2017-10-01 00:59:44",31641,"2nd St & Massachusetts Ave NE",31500,"4th & W St NE",W21830,Casual
779784,"2017-10-01 00:47:56","2017-10-01 01:00:56",31216,"14th St & New York Ave NW",31503,"Florida Ave & R St NW",W20941,Member
528669,"2017-10-01 00:48:00","2017-10-01 00:56:48",31286,"11th & O St NW",31299,"Connecticut Ave & R St NW",W01406,Member
1669089,"2017-10-01 00:49:04","2017-10-01 01:16:53",31104,"Adams Mill & Columbia Rd NW",31614,"11th & H St NE",W21070,Casual
156639,"2017-10-01 00:49:22","2017-10-01 00:51:59",31286,"11th & O St NW",31203,"14th & Rhode Island Ave NW",W00909,Member
148512,"2017-10-01 00:49:26","2017-10-01 00:51:54",32000,"Norfolk Ave & Fairmont St",32027,"Battery Ln & Trolley Trail",W21466,Member
1707253,"2017-10-01 00:50:26","2017-10-01 01:18:54",31059,"S Four Mile Run & Walter Reed Dr",31902,"Wilson Blvd & N Illinois St ",W22938,Member
255414,"2017-10-01 00:51:31","2017-10-01 00:55:47",31234,"20th & O St NW / Dupont South",31257,"22nd & I St NW / Foggy Bottom",W21048,Member
581437,"2017-10-01 00:52:03","2017-10-01 01:01:44",31048,"King St Metro South",31907,"Franklin & S Washington St",W22447,Member
668186,"2017-10-01 00:52:25","2017-10-01 01:03:33",31200,"Massachusetts Ave & Dupont Circle NW",31260,"23rd & E St NW ",W01345,Member
546803,"2017-10-01 00:52:29","2017-10-01 01:01:36",31101,"14th & V St NW",31401,"14th St & Spring Rd NW",W00097,Member
183381,"2017-10-01 00:53:17","2017-10-01 00:56:21",31203,"14th & Rhode Island Ave NW",31266,"11th & M St NW",W22289,Member
605406,"2017-10-01 00:53:18","2017-10-01 01:03:23",31115,"Columbia Rd & Georgia Ave NW",31203,"14th & Rhode Island Ave NW",W20492,Member
1965090,"2017-10-01 00:53:26","2017-10-01 01:26:11",31312,"Wisconsin Ave & O St NW",31622,"13th & D St NE",W23182,Member
481974,"2017-10-01 00:53:36","2017-10-01 01:01:38",31109,"7th & T St NW",31603,"1st & M St NE",W23375,Member
860825,"2017-10-01 00:54:37","2017-10-01 01:08:58",31806,"Congress Heights Metro",31811,"South Capitol & Atlantic St SW",W21064,Member
1197915,"2017-10-01 00:55:01","2017-10-01 01:14:59",31271,"Constitution Ave & 2nd St NW/DOL",31231,"14th & D St NW / Ronald Reagan Building",W22576,Casual
1193986,"2017-10-01 00:55:07","2017-10-01 01:15:01",31271,"Constitution Ave & 2nd St NW/DOL",31231,"14th & D St NW / Ronald Reagan Building",W01331,Casual
506160,"2017-10-01 00:55:38","2017-10-01 01:04:04",31278,"18th & R St NW",31128,"23rd & M St NW",W21762,Member
1697530,"2017-10-01 00:55:46","2017-10-01 01:24:04",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W01106,Casual
225627,"2017-10-01 00:56:31","2017-10-01 01:00:17",31239,"Rhode Island & Connecticut Ave NW",31241,"Thomas Circle",W23314,Member
1693673,"2017-10-01 00:56:48","2017-10-01 01:25:01",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W23409,Casual
279317,"2017-10-01 00:56:53","2017-10-01 01:01:32",31202,"14th & R St NW",31281,"8th & O St NW",W00892,Member
1576049,"2017-10-01 00:57:57","2017-10-01 01:24:13",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W21657,Casual
542753,"2017-10-01 00:58:10","2017-10-01 01:07:13",31610,"Eastern Market / 7th & North Carolina Ave SE",31607,"14th & D St SE",W23168,Casual
1190060,"2017-10-01 01:00:11","2017-10-01 01:20:01",31228,"8th & H St NW",31634,"3rd & Tingey St SE",W22154,Member
678133,"2017-10-01 01:01:33","2017-10-01 01:12:51",31642,"New Jersey Ave & L St NW",31214,"17th & Corcoran St NW",W20919,Member
573368,"2017-10-01 01:02:56","2017-10-01 01:12:29",31005,"Pentagon City Metro / 12th & S Hayes St",31056,"S Troy St & 26th St S",W22125,Member
276121,"2017-10-01 01:02:59","2017-10-01 01:07:35",31602,"Park Rd & Holmead Pl NW",31115,"Columbia Rd & Georgia Ave NW",W20621,Member
654157,"2017-10-01 01:03:09","2017-10-01 01:14:03",31628,"1st & K St SE",31619,"Lincoln Park / 13th & East Capitol St NE ",W20527,Member
432657,"2017-10-01 01:03:18","2017-10-01 01:10:31",31278,"18th & R St NW",31109,"7th & T St NW",W22038,Casual
226804,"2017-10-01 01:03:24","2017-10-01 01:07:11",31201,"15th & P St NW",31125,"15th & W St NW",W22460,Member
213562,"2017-10-01 01:03:35","2017-10-01 01:07:09",31201,"15th & P St NW",31125,"15th & W St NW",W22343,Member
467965,"2017-10-01 01:04:15","2017-10-01 01:12:03",31128,"23rd & M St NW",31212,"21st & M St NW",W23380,Member
175620,"2017-10-01 01:04:43","2017-10-01 01:07:39",31245,"7th & R St NW / Shaw Library",31202,"14th & R St NW",W23374,Member
938099,"2017-10-01 01:04:46","2017-10-01 01:20:24",31127,"22nd & H St NW",31312,"Wisconsin Ave & O St NW",W20539,Member
773274,"2017-10-01 01:04:46","2017-10-01 01:17:39",31114,"18th St & Wyoming Ave NW",31297,"Virginia Ave & 25th St NW",W23189,Member
461413,"2017-10-01 01:05:01","2017-10-01 01:12:43",31611,"13th & H St NE",31607,"14th & D St SE",W21365,Member
1889713,"2017-10-01 01:05:45","2017-10-01 01:37:15",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W00035,Casual
362197,"2017-10-01 01:06:49","2017-10-01 01:12:52",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31607,"14th & D St SE",W23057,Member
328254,"2017-10-01 01:06:51","2017-10-01 01:12:19",31111,"10th & U St NW",31203,"14th & Rhode Island Ave NW",W01420,Member
1810811,"2017-10-01 01:07:11","2017-10-01 01:37:22",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W21250,Casual
322290,"2017-10-01 01:07:36","2017-10-01 01:12:58",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31607,"14th & D St SE",W20585,Casual
1360859,"2017-10-01 01:07:57","2017-10-01 01:30:38",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31242,"18th St & Pennsylvania Ave NW",W21188,Casual
1330505,"2017-10-01 01:08:02","2017-10-01 01:30:12",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31242,"18th St & Pennsylvania Ave NW",W22861,Member
1325740,"2017-10-01 01:08:10","2017-10-01 01:30:16",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31242,"18th St & Pennsylvania Ave NW",W21107,Casual
