"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
252582,"2017-04-01 00:27:53","2017-04-01 00:32:05",31200,"Massachusetts Ave & Dupont Circle NW",31116,"California St & Florida Ave NW",W01236,Member
425062,"2017-04-01 00:28:26","2017-04-01 00:35:31",31200,"Massachusetts Ave & Dupont Circle NW",31222,"New York Ave & 15th St NW",W23054,Member
239527,"2017-04-01 00:29:30","2017-04-01 00:33:30",31117,"15th & Euclid St  NW",31122,"16th & Irving St NW",W21643,Member
240893,"2017-04-01 00:29:33","2017-04-01 00:33:34",31117,"15th & Euclid St  NW",31122,"16th & Irving St NW",W20889,Member
290924,"2017-04-01 00:33:13","2017-04-01 00:38:04",31117,"15th & Euclid St  NW",31110,"20th St & Florida Ave NW",W01432,Member
480891,"2017-04-01 00:36:03","2017-04-01 00:44:04",31116,"California St & Florida Ave NW",31111,"10th & U St NW",W01236,Member
501738,"2017-04-01 00:36:30","2017-04-01 00:44:52",31106,"Calvert & Biltmore St NW",31202,"14th & R St NW",W22747,Member
1063505,"2017-04-01 00:36:59","2017-04-01 00:54:42",31229,"New Hampshire Ave & T St NW",31107,"Lamont & Mt Pleasant NW",W01096,Member
102452,"2017-04-01 00:37:19","2017-04-01 00:39:01",31089,"Court House Metro / 15th & N Uhle St ",31031,"15th & N Scott St",W22048,Member
560926,"2017-04-01 00:38:09","2017-04-01 00:47:30",31203,"14th & Rhode Island Ave NW",31505,"Eckington Pl & Q St NE",W01049,Member
478764,"2017-04-01 00:38:23","2017-04-01 00:46:21",31205,"21st & I St NW",31201,"15th & P St NW",W20793,Member
739115,"2017-04-01 00:38:41","2017-04-01 00:51:00",31102,"11th & Kenyon St NW",31223,"Convention Center / 7th & M St NW",W22960,Member
248726,"2017-04-01 00:39:54","2017-04-01 00:44:02",31604,"3rd & H St NW",31637,"North Capitol St & G Pl NE",W00291,Member
423221,"2017-04-01 00:40:03","2017-04-01 00:47:06",31102,"11th & Kenyon St NW",31229,"New Hampshire Ave & T St NW",W20954,Member
1039636,"2017-04-01 00:42:36","2017-04-01 00:59:56",31101,"14th & V St NW",31234,"20th & O St NW / Dupont South",W00401,Casual
994334,"2017-04-01 00:43:11","2017-04-01 00:59:45",31615,"6th & H St NE",31241,"Thomas Circle",W20321,Casual
29778198,"2017-04-01 00:45:42","2017-04-01 09:02:00",31114,"18th St & Wyoming Ave NW",31603,"1st & M St NE",W21496,Casual
319960,"2017-04-01 00:46:04","2017-04-01 00:51:24",31216,"14th St & New York Ave NW",31251,"12th & L St NW",W20537,Member
3146318,"2017-04-01 00:46:13","2017-04-01 01:38:40",31114,"18th St & Wyoming Ave NW",31603,"1st & M St NE",W21615,Casual
702673,"2017-04-01 00:46:39","2017-04-01 00:58:21",31630,"15th & East Capitol St NE",31639,"2nd & G St NE",W21794,Member
574490,"2017-04-01 00:48:55","2017-04-01 00:58:29",31265,"5th St & Massachusetts Ave NW",31294,"7th & E St SW",W21475,Member
831129,"2017-04-01 00:49:13","2017-04-01 01:03:04",31109,"7th & T St NW",31294,"7th & E St SW",W22183,Casual
364841,"2017-04-01 00:49:24","2017-04-01 00:55:28",31238,"14th & G St NW",31265,"5th St & Massachusetts Ave NW",W00748,Member
905071,"2017-04-01 00:50:26","2017-04-01 01:05:31",31109,"7th & T St NW",31294,"7th & E St SW",W20067,Member
364229,"2017-04-01 00:52:06","2017-04-01 00:58:10",31223,"Convention Center / 7th & M St NW",31519,"1st & O St NW",W22960,Member
612187,"2017-04-01 00:52:12","2017-04-01 01:02:24",31201,"15th & P St NW",31600,"5th & K St NW",W20793,Member
492808,"2017-04-01 00:53:34","2017-04-01 01:01:47",31602,"Park Rd & Holmead Pl NW",31404,"9th & Upshur St NW",W20726,Member
1163877,"2017-04-01 00:54:06","2017-04-01 01:13:30",31107,"Lamont & Mt Pleasant NW",31114,"18th St & Wyoming Ave NW",W22304,Casual
314535,"2017-04-01 00:54:09","2017-04-01 00:59:24",31620,"5th & F St NW",31244,"4th & E St SW",W20286,Member
149582,"2017-04-01 00:54:22","2017-04-01 00:56:52",31120,"10th & Florida Ave NW",31119,"14th & Belmont St NW",W00657,Member
1696198,"2017-04-01 00:54:31","2017-04-01 01:22:47",31107,"Lamont & Mt Pleasant NW",31112,"Harvard St & Adams Mill Rd NW",W21456,Casual
559096,"2017-04-01 00:55:30","2017-04-01 01:04:49",31067,"Columbia Pike & S Walter Reed Dr",31059,"S Four Mile Run & Walter Reed Dr",W00316,Member
392371,"2017-04-01 00:56:30","2017-04-01 01:03:03",31245,"7th & R St NW / Shaw Library",31265,"5th St & Massachusetts Ave NW",W21339,Member
272579,"2017-04-01 00:56:43","2017-04-01 01:01:16",31263,"10th & K St NW",31254,"15th & K St NW",W01047,Member
490902,"2017-04-01 00:57:39","2017-04-01 01:05:50",32048,"Bethesda Metro",32053,"Medical Center Metro ",W22112,Casual
277301,"2017-04-01 00:57:57","2017-04-01 01:02:34",31214,"17th & Corcoran St NW",31201,"15th & P St NW",W21493,Member
268999,"2017-04-01 00:58:06","2017-04-01 01:02:35",31214,"17th & Corcoran St NW",31201,"15th & P St NW",W20905,Member
1058781,"2017-04-01 01:00:54","2017-04-01 01:18:32",31124,"14th & Irving St NW",31203,"14th & Rhode Island Ave NW",W21093,Member
80802,"2017-04-01 01:01:08","2017-04-01 01:02:29",31278,"18th & R St NW",31214,"17th & Corcoran St NW",W01141,Member
907784,"2017-04-01 01:03:23","2017-04-01 01:18:31",31124,"14th & Irving St NW",31203,"14th & Rhode Island Ave NW",W20395,Casual
627267,"2017-04-01 01:04:48","2017-04-01 01:15:16",31223,"Convention Center / 7th & M St NW",31207,"Georgia Ave and Fairmont St NW",W00228,Member
213785,"2017-04-01 01:05:01","2017-04-01 01:08:35",31059,"S Four Mile Run & Walter Reed Dr",31060,"S Arlington Mill Dr & Campbell Ave",W00316,Member
116672,"2017-04-01 01:06:26","2017-04-01 01:08:23",31266,"11th & M St NW",31223,"Convention Center / 7th & M St NW",W00020,Member
1339211,"2017-04-01 01:07:43","2017-04-01 01:30:02",31201,"15th & P St NW",31404,"9th & Upshur St NW",W20191,Member
282832,"2017-04-01 01:08:20","2017-04-01 01:13:03",31202,"14th & R St NW",31119,"14th & Belmont St NW",W20948,Member
674659,"2017-04-01 01:13:10","2017-04-01 01:24:25",31222,"New York Ave & 15th St NW",31246,"M St & Pennsylvania Ave NW",W00151,Member
300970,"2017-04-01 01:13:32","2017-04-01 01:18:33",31277,"17th & G St NW",31260,"23rd & E St NW ",W21964,Member
555605,"2017-04-01 01:13:46","2017-04-01 01:23:02",31117,"15th & Euclid St  NW",31503,"Florida Ave & R St NW",W23025,Member
592968,"2017-04-01 01:15:44","2017-04-01 01:25:37",31013,"Eads & 22nd St S",31006,"S Joyce & Army Navy Dr",W22578,Member
498421,"2017-04-01 01:16:30","2017-04-01 01:24:49",31600,"5th & K St NW",31615,"6th & H St NE",W20793,Member
722034,"2017-04-01 01:17:05","2017-04-01 01:29:07",31109,"7th & T St NW",31103,"16th & Harvard St NW",W22483,Member
316564,"2017-04-01 01:18:52","2017-04-01 01:24:09",31104,"Adams Mill & Columbia Rd NW",31107,"Lamont & Mt Pleasant NW",W22471,Member
3720102,"2017-04-01 01:18:59","2017-04-01 02:20:59",31236,"37th & O St NW / Georgetown University",31236,"37th & O St NW / Georgetown University",W00171,Casual
526199,"2017-04-01 01:20:02","2017-04-01 01:28:49",31615,"6th & H St NE",31604,"3rd & H St NW",W21548,Member
106998,"2017-04-01 01:21:13","2017-04-01 01:23:00",31281,"8th & O St NW",31223,"Convention Center / 7th & M St NW",W21943,Member
810362,"2017-04-01 01:22:42","2017-04-01 01:36:13",31517,"Union Market/6th St & Neal Pl NE",31109,"7th & T St NW",W01283,Member
489560,"2017-04-01 01:24:33","2017-04-01 01:32:43",31121,"Calvert St & Woodley Pl NW",31278,"18th & R St NW",W22169,Member
489937,"2017-04-01 01:24:37","2017-04-01 01:32:47",31114,"18th St & Wyoming Ave NW",31241,"Thomas Circle",W22676,Member
784721,"2017-04-01 01:25:03","2017-04-01 01:38:07",31114,"18th St & Wyoming Ave NW",31506,"1st & Rhode Island Ave NW",W23053,Casual
371585,"2017-04-01 01:27:17","2017-04-01 01:33:28",31114,"18th St & Wyoming Ave NW",31117,"15th & Euclid St  NW",W20655,Member
470234,"2017-04-01 01:28:41","2017-04-01 01:36:31",31202,"14th & R St NW",31212,"21st & M St NW",W23166,Member
420787,"2017-04-01 01:30:10","2017-04-01 01:37:11",31201,"15th & P St NW",31223,"Convention Center / 7th & M St NW",W21493,Member
772945,"2017-04-01 01:31:38","2017-04-01 01:44:31",31503,"Florida Ave & R St NW",31611,"13th & H St NE",W22243,Member
839724,"2017-04-01 01:32:12","2017-04-01 01:46:12",31109,"7th & T St NW",31517,"Union Market/6th St & Neal Pl NE",W21146,Member
422161,"2017-04-01 01:32:15","2017-04-01 01:39:17",31101,"14th & V St NW",31251,"12th & L St NW",W00301,Member
313342,"2017-04-01 01:33:16","2017-04-01 01:38:29",31401,"14th St & Spring Rd NW",31123,"14th & Girard St NW",W22141,Member
658967,"2017-04-01 01:34:41","2017-04-01 01:45:40",31104,"Adams Mill & Columbia Rd NW",31404,"9th & Upshur St NW",W20146,Member
412126,"2017-04-01 01:35:08","2017-04-01 01:42:00",31102,"11th & Kenyon St NW",31104,"Adams Mill & Columbia Rd NW",W23036,Member
975734,"2017-04-01 01:36:05","2017-04-01 01:52:20",31623,"Columbus Circle / Union Station",31519,"1st & O St NW",W21413,Member
1743375,"2017-04-01 01:36:10","2017-04-01 02:05:13",31623,"Columbus Circle / Union Station",31200,"Massachusetts Ave & Dupont Circle NW",W22275,Casual
226213,"2017-04-01 01:40:47","2017-04-01 01:44:33",31519,"1st & O St NW",31281,"8th & O St NW",W21358,Member
1198814,"2017-04-01 01:46:20","2017-04-01 02:06:19",31203,"14th & Rhode Island Ave NW",31615,"6th & H St NE",W21093,Member
498788,"2017-04-01 01:46:38","2017-04-01 01:54:57",31101,"14th & V St NW",31109,"7th & T St NW",W21774,Casual
4325240,"2017-04-01 01:48:05","2017-04-01 03:00:10",31236,"37th & O St NW / Georgetown University",31236,"37th & O St NW / Georgetown University",W21671,Casual
4315047,"2017-04-01 01:48:10","2017-04-01 03:00:05",31236,"37th & O St NW / Georgetown University",31236,"37th & O St NW / Georgetown University",W22761,Casual
817305,"2017-04-01 01:48:33","2017-04-01 02:02:10",31604,"3rd & H St NW",31611,"13th & H St NE",W21548,Casual
306124,"2017-04-01 01:50:32","2017-04-01 01:55:38",31103,"16th & Harvard St NW",31207,"Georgia Ave and Fairmont St NW",W21053,Member
248674,"2017-04-01 01:52:26","2017-04-01 01:56:34",31201,"15th & P St NW",31101,"14th & V St NW",W00991,Member
973584,"2017-04-01 01:53:20","2017-04-01 02:09:33",31102,"11th & Kenyon St NW",31275,"New Hampshire Ave & 24th St NW",W20539,Member
338847,"2017-04-01 01:56:55","2017-04-01 02:02:34",31103,"16th & Harvard St NW",31602,"Park Rd & Holmead Pl NW",W22483,Member
527694,"2017-04-01 01:57:36","2017-04-01 02:06:24",31301,"Ward Circle / American University",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W00893,Casual
524911,"2017-04-01 01:57:50","2017-04-01 02:06:35",31301,"Ward Circle / American University",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W21323,Casual
2831781,"2017-04-01 02:00:31","2017-04-01 02:47:43",31114,"18th St & Wyoming Ave NW",31600,"5th & K St NW",W01319,Casual
519721,"2017-04-01 02:05:19","2017-04-01 02:13:59",31101,"14th & V St NW",31600,"5th & K St NW",W00206,Member
288020,"2017-04-01 02:05:55","2017-04-01 02:10:43",31611,"13th & H St NE",31615,"6th & H St NE",W01368,Member
218707,"2017-04-01 02:07:37","2017-04-01 02:11:16",31102,"11th & Kenyon St NW",31122,"16th & Irving St NW",W21075,Member
1592036,"2017-04-01 02:10:44","2017-04-01 02:37:16",31233,"17th & K St NW / Farragut Square",31622,"13th & D St NE",W22517,Casual
453443,"2017-04-01 02:11:52","2017-04-01 02:19:26",31109,"7th & T St NW",31278,"18th & R St NW",W00697,Member
1128446,"2017-04-01 02:12:52","2017-04-01 02:31:40",31245,"7th & R St NW / Shaw Library",31406,"14th & Upshur St NW",W21983,Member
170157,"2017-04-01 02:13:16","2017-04-01 02:16:06",31119,"14th & Belmont St NW",31123,"14th & Girard St NW",W20487,Member
456691,"2017-04-01 02:14:24","2017-04-01 02:22:00",31110,"20th St & Florida Ave NW",31103,"16th & Harvard St NW",W01432,Casual
334301,"2017-04-01 02:16:38","2017-04-01 02:22:12",31201,"15th & P St NW",31101,"14th & V St NW",W22226,Member
1562579,"2017-04-01 02:21:18","2017-04-01 02:47:20",31504,"10th & Monroe St NE",31406,"14th & Upshur St NW",W20969,Casual
2283827,"2017-04-01 02:21:37","2017-04-01 02:59:40",31267,"17th St & Massachusetts Ave NW",31604,"3rd & H St NW",W22571,Casual
1600737,"2017-04-01 02:21:47","2017-04-01 02:48:28",31267,"17th St & Massachusetts Ave NW",31265,"5th St & Massachusetts Ave NW",W21823,Casual
588050,"2017-04-01 02:22:41","2017-04-01 02:32:29",31222,"New York Ave & 15th St NW",31249,"Jefferson Memorial",W20199,Member
1684508,"2017-04-01 02:23:08","2017-04-01 02:51:13",31267,"17th St & Massachusetts Ave NW",31600,"5th & K St NW",W01200,Casual
2175391,"2017-04-01 02:23:18","2017-04-01 02:59:33",31267,"17th St & Massachusetts Ave NW",31604,"3rd & H St NW",W21581,Casual
232261,"2017-04-01 02:25:44","2017-04-01 02:29:36",31268,"12th & U St NW",31245,"7th & R St NW / Shaw Library",W01219,Member
1414627,"2017-04-01 02:29:49","2017-04-01 02:53:24",31300,"Van Ness Metro / UDC",31266,"11th & M St NW",W22771,Member
902845,"2017-04-01 02:33:45","2017-04-01 02:48:48",31249,"Jefferson Memorial",31003,"15th & Crystal Dr",W20199,Member
645936,"2017-04-01 02:40:45","2017-04-01 02:51:31",31246,"M St & Pennsylvania Ave NW",31203,"14th & Rhode Island Ave NW",W00151,Casual
271801,"2017-04-01 02:44:17","2017-04-01 02:48:49",31602,"Park Rd & Holmead Pl NW",31101,"14th & V St NW",W20331,Member
656899,"2017-04-01 02:49:05","2017-04-01 03:00:02",31203,"14th & Rhode Island Ave NW",31247,"Jefferson Dr & 14th St SW",W00884,Member
463679,"2017-04-01 02:51:21","2017-04-01 02:59:05",31251,"12th & L St NW",31282,"16th & R St NW",W22962,Member
280031,"2017-04-01 02:52:28","2017-04-01 02:57:08",31107,"Lamont & Mt Pleasant NW",31602,"Park Rd & Holmead Pl NW",W22471,Member
471999,"2017-04-01 02:55:42","2017-04-01 03:03:34",31203,"14th & Rhode Island Ave NW",31263,"10th & K St NW",W20556,Casual
673875,"2017-04-01 02:57:59","2017-04-01 03:09:13",31203,"14th & Rhode Island Ave NW",31263,"10th & K St NW",W00151,Member
461747,"2017-04-01 02:58:33","2017-04-01 03:06:15",31281,"8th & O St NW",31603,"1st & M St NE",W00231,Member
133075,"2017-04-01 03:00:17","2017-04-01 03:02:30",31101,"14th & V St NW",31119,"14th & Belmont St NW",W01007,Member
352452,"2017-04-01 03:00:42","2017-04-01 03:06:34",31245,"7th & R St NW / Shaw Library",31120,"10th & Florida Ave NW",W22814,Member
317608,"2017-04-01 03:01:15","2017-04-01 03:06:32",31245,"7th & R St NW / Shaw Library",31120,"10th & Florida Ave NW",W01219,Member
333018,"2017-04-01 03:01:20","2017-04-01 03:06:53",31245,"7th & R St NW / Shaw Library",31120,"10th & Florida Ave NW",W20050,Casual
1212111,"2017-04-01 03:03:28","2017-04-01 03:23:41",31113,"Columbia Rd & Belmont St NW",31116,"California St & Florida Ave NW",W20624,Member
480060,"2017-04-01 03:03:51","2017-04-01 03:11:51",31101,"14th & V St NW",31602,"Park Rd & Holmead Pl NW",W20331,Member
431169,"2017-04-01 03:06:29","2017-04-01 03:13:40",31115,"Columbia Rd & Georgia Ave NW",31245,"7th & R St NW / Shaw Library",W20013,Member
2576512,"2017-04-01 03:08:11","2017-04-01 03:51:07",31055,"28th St S & S Meade St",31037,"Ballston Metro / N Stuart & 9th St N",W21525,Casual
2565353,"2017-04-01 03:08:17","2017-04-01 03:51:02",31055,"28th St S & S Meade St",31037,"Ballston Metro / N Stuart & 9th St N",W00159,Casual
414163,"2017-04-01 03:13:30","2017-04-01 03:20:24",31109,"7th & T St NW",31503,"Florida Ave & R St NW",W21654,Member
535248,"2017-04-01 03:14:13","2017-04-01 03:23:09",31111,"10th & U St NW",31200,"Massachusetts Ave & Dupont Circle NW",W22941,Member
391143,"2017-04-01 03:16:24","2017-04-01 03:22:55",31103,"16th & Harvard St NW",31602,"Park Rd & Holmead Pl NW",W00566,Casual
475434,"2017-04-01 03:18:55","2017-04-01 03:26:51",31109,"7th & T St NW",31109,"7th & T St NW",W22060,Member
144912,"2017-04-01 03:25:54","2017-04-01 03:28:19",31020,"Wilson Blvd & Franklin Rd",31030,"Lee Hwy & N Adams St",W20063,Member
149454,"2017-04-01 03:26:31","2017-04-01 03:29:00",31278,"18th & R St NW",31200,"Massachusetts Ave & Dupont Circle NW",W20006,Member
825162,"2017-04-01 03:33:02","2017-04-01 03:46:47",31019,"Wilson Blvd & N Edgewood St",31905,"Kennebec St & 11th St N",W21432,Member
144140,"2017-04-01 03:39:41","2017-04-01 03:42:05",31200,"Massachusetts Ave & Dupont Circle NW",31278,"18th & R St NW",W20006,Member
434439,"2017-04-01 03:40:46","2017-04-01 03:48:00",31234,"20th & O St NW / Dupont South",31113,"Columbia Rd & Belmont St NW",W22746,Casual
175852,"2017-04-01 03:42:45","2017-04-01 03:45:41",31109,"7th & T St NW",31268,"12th & U St NW",W01004,Member
322774,"2017-04-01 04:03:15","2017-04-01 04:08:38",31203,"14th & Rhode Island Ave NW",31229,"New Hampshire Ave & T St NW",W22697,Member
410459,"2017-04-01 04:28:21","2017-04-01 04:35:12",31203,"14th & Rhode Island Ave NW",31119,"14th & Belmont St NW",W20395,Casual
864526,"2017-04-01 04:34:51","2017-04-01 04:49:16",31124,"14th & Irving St NW",31407,"14th St & Colorado Ave NW",W00446,Casual
857096,"2017-04-01 04:35:00","2017-04-01 04:49:17",31124,"14th & Irving St NW",31407,"14th St & Colorado Ave NW",W21267,Member
804208,"2017-04-01 04:57:06","2017-04-01 05:10:30",31237,"25th St & Pennsylvania Ave NW",31232,"7th & F St NW / National Portrait Gallery",W01165,Member
1072285,"2017-04-01 05:14:29","2017-04-01 05:32:21",31281,"8th & O St NW",31643,"1st & D St SE",W23240,Member
1359373,"2017-04-01 05:19:27","2017-04-01 05:42:07",31225,"C & O Canal & Wisconsin Ave NW",31278,"18th & R St NW",W21464,Member
924412,"2017-04-01 05:27:32","2017-04-01 05:42:56",31244,"4th & E St SW",31222,"New York Ave & 15th St NW",W21357,Casual
1505796,"2017-04-01 05:31:34","2017-04-01 05:56:40",31103,"16th & Harvard St NW",31244,"4th & E St SW",W20348,Casual
860650,"2017-04-01 05:33:34","2017-04-01 05:47:54",31232,"7th & F St NW / National Portrait Gallery",31203,"14th & Rhode Island Ave NW",W00117,Member
1373234,"2017-04-01 05:43:12","2017-04-01 06:06:05",31278,"18th & R St NW",31103,"16th & Harvard St NW",W00902,Member
287937,"2017-04-01 05:46:58","2017-04-01 05:51:46",31266,"11th & M St NW",31254,"15th & K St NW",W21662,Member
281653,"2017-04-01 05:49:51","2017-04-01 05:54:33",31119,"14th & Belmont St NW",31114,"18th St & Wyoming Ave NW",W21164,Member
545122,"2017-04-01 05:49:54","2017-04-01 05:58:59",31228,"8th & H St NW",31623,"Columbus Circle / Union Station",W21753,Member
1140111,"2017-04-01 06:02:38","2017-04-01 06:21:38",31707,"Benning Rd & East Capitol St NE / Benning Rd Metro",31209,"1st & N St  SE",W01066,Member
275773,"2017-04-01 06:03:15","2017-04-01 06:07:50",31285,"22nd & P ST NW",31275,"New Hampshire Ave & 24th St NW",W00785,Member
424981,"2017-04-01 06:04:35","2017-04-01 06:11:40",31505,"Eckington Pl & Q St NE",31623,"Columbus Circle / Union Station",W01049,Member
817627,"2017-04-01 06:09:37","2017-04-01 06:23:14",31103,"16th & Harvard St NW",31602,"Park Rd & Holmead Pl NW",W00902,Member
984398,"2017-04-01 06:09:55","2017-04-01 06:26:19",31638,"1st & H St NW",31513,"Rhode Island Ave & V St NE",W20698,Member
952671,"2017-04-01 06:12:18","2017-04-01 06:28:10",31202,"14th & R St NW",31507,"1st & Washington Hospital Center NW",W22618,Member
1170029,"2017-04-01 06:14:17","2017-04-01 06:33:47",31309,"Fessenden St & Wisconsin Ave NW",31307,"3000 Connecticut Ave NW / National Zoo",W00216,Member
504337,"2017-04-01 06:18:22","2017-04-01 06:26:46",31223,"Convention Center / 7th & M St NW",31623,"Columbus Circle / Union Station",W01302,Member
431943,"2017-04-01 06:23:39","2017-04-01 06:30:51",31089,"Court House Metro / 15th & N Uhle St ",31014,"Lynn & 19th St North",W20407,Member
331653,"2017-04-01 06:24:42","2017-04-01 06:30:13",31241,"Thomas Circle",31219,"10th St & Constitution Ave NW",W20321,Member
970715,"2017-04-01 06:25:24","2017-04-01 06:41:35",31628,"1st & K St SE",31290,"17th St & Independence Ave SW",W21592,Member
1023416,"2017-04-01 06:26:17","2017-04-01 06:43:21",31405,"Georgia Ave & Emerson St NW",31223,"Convention Center / 7th & M St NW",W00380,Member
657640,"2017-04-01 06:28:27","2017-04-01 06:39:25",31204,"20th & E St NW",31249,"Jefferson Memorial",W00418,Casual
14163190,"2017-04-01 06:30:03","2017-04-01 10:26:06",31119,"14th & Belmont St NW",31125,"15th & W St NW",W00657,Casual
234601,"2017-04-01 06:30:18","2017-04-01 06:34:13",31016,"Clarendon Blvd & Pierce St",31051,"Arlington Blvd & N Queen St",W20684,Member
1250300,"2017-04-01 06:30:42","2017-04-01 06:51:32",31305,"Connecticut Ave & Newark St NW / Cleveland Park",31233,"17th & K St NW / Farragut Square",W21922,Member
14058522,"2017-04-01 06:31:50","2017-04-01 10:26:08",31119,"14th & Belmont St NW",31125,"15th & W St NW",W22061,Casual
834699,"2017-04-01 06:32:31","2017-04-01 06:46:26",32200,"Spring Hill Metro",32204,"Tysons Corner Station",W21168,Member
1349789,"2017-04-01 06:34:35","2017-04-01 06:57:05",31108,"4th & M St SW",31227,"13th St & New York Ave NW",W22888,Casual
950619,"2017-04-01 06:35:47","2017-04-01 06:51:38",31280,"11th & S St NW",31624,"North Capitol St & F St NW",W01065,Casual
433841,"2017-04-01 06:36:15","2017-04-01 06:43:29",31118,"3rd & Elm St NW",31223,"Convention Center / 7th & M St NW",W23141,Member
444148,"2017-04-01 06:36:25","2017-04-01 06:43:50",31624,"North Capitol St & F St NW",31509,"New Jersey Ave & R St NW",W21038,Member
1116514,"2017-04-01 06:36:53","2017-04-01 06:55:29",31630,"15th & East Capitol St NE",31272,"Washington & Independence Ave SW/HHS",W22247,Member
1097223,"2017-04-01 06:37:12","2017-04-01 06:55:30",31630,"15th & East Capitol St NE",31272,"Washington & Independence Ave SW/HHS",W22404,Casual
1801300,"2017-04-01 06:37:14","2017-04-01 07:07:15",31104,"Adams Mill & Columbia Rd NW",31623,"Columbus Circle / Union Station",W23036,Casual
1105855,"2017-04-01 06:37:16","2017-04-01 06:55:42",31630,"15th & East Capitol St NE",31272,"Washington & Independence Ave SW/HHS",W20525,Casual
1093844,"2017-04-01 06:37:24","2017-04-01 06:55:38",31630,"15th & East Capitol St NE",31272,"Washington & Independence Ave SW/HHS",W21078,Member
483700,"2017-04-01 06:39:07","2017-04-01 06:47:11",31509,"New Jersey Ave & R St NW",31278,"18th & R St NW",W22611,Member
710948,"2017-04-01 06:39:08","2017-04-01 06:50:59",31509,"New Jersey Ave & R St NW",31238,"14th & G St NW",W22217,Member
354836,"2017-04-01 06:39:47","2017-04-01 06:45:41",31618,"4th & East Capitol St NE",31611,"13th & H St NE",W01034,Member
